url,main_product,product_description,main_product_price,product_code,size,unit,variant_price
https://onlinestore.anton.lk/products/accessories/accessories-screw,Screw,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",2150.0,96247,ST 25 PC,NOS,2150.0
https://onlinestore.anton.lk/products/conduit/conduit-conduit,Conduit,"Anton's Electrical Conduit, part of the Electrical Volta Conduits & Cable Trunking series, offers a secure and organized solution for cable management. Anton provides two conduits options – SLS and Non SLS, with the latter referred to as Volta electricals. Crafted with precision and using high-quality materials, this conduit ensures durability and protection for electrical wiring. Choose Anton's Conduit for reliable cable management in various settings. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",215.0,101502,4X 25MM,NOS,292.0
https://onlinestore.anton.lk/products/conduit/conduit-conduit,Conduit,"Anton's Electrical Conduit, part of the Electrical Volta Conduits & Cable Trunking series, offers a secure and organized solution for cable management. Anton provides two conduits options – SLS and Non SLS, with the latter referred to as Volta electricals. Crafted with precision and using high-quality materials, this conduit ensures durability and protection for electrical wiring. Choose Anton's Conduit for reliable cable management in various settings. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",215.0,101542,4X19MM,NOS,215.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10355,16MM X 12.5MM,NOS,345.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10356,20MM X 12.5MM,NOS,423.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,31425,25MM X 16MM,NOS,511.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10351,32MM x 20MM,NOS,831.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10357,32MM X 12.5MM,NOS,720.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10352,40MM x 25MM,NOS,1123.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10353,40MM x 40MM,NOS,1313.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10354,50MM X 50MM,NOS,2149.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,10358,50MM X 12.5MM,NOS,1201.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,95079,50MM X 25MM,NOS,1211.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,95080,75MM X 50MM,NOS,2723.0
https://onlinestore.anton.lk/products/trunking/trunking-trunking,Trunking,"Anton's Trunking, part of the Electrical Conduits & Cable Trunking series, provides a reliable solution for organized cable management. Crafted with precision and using high-quality materials, this trunking ensures durability and protection for electrical wiring. Choose Anton's Trunking for efficient and secure cable management in residential, commercial, and industrial applications. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",345.0,40899,100MM X 50MM,NOS,3627.0
https://onlinestore.anton.lk/products/accessories/accessories-ridge-unit,Ridge Unit,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",2770.0,95291,,NOS,2770.0
https://onlinestore.anton.lk/products/accessories/accessories-ridge-unit,Ridge Unit,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",2770.0,95677,,NOS,2770.0
https://onlinestore.anton.lk/products/accessories/accessories-ridge-unit,Ridge Unit,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",2770.0,95689,,NOS,2770.0
https://onlinestore.anton.lk/products/accessories/accessories-ridge-unit,Ridge Unit,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",2770.0,95690,,NOS,2770.0
https://onlinestore.anton.lk/products/accessories/accessories-eave-cover,Eave Cover,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",3240.0,95717,,NOS,3240.0
https://onlinestore.anton.lk/products/accessories/accessories-eave-cover,Eave Cover,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",3240.0,96281,,NOS,3240.0
https://onlinestore.anton.lk/products/accessories/accessories-eave-cover,Eave Cover,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",3240.0,96318,,NOS,3240.0
https://onlinestore.anton.lk/products/accessories/accessories-eave-cover,Eave Cover,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",3240.0,96320,,NOS,3240.0
https://onlinestore.anton.lk/products/accessories/accessories-terminal-ridge,Terminal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",970.0,95292,,NOS,970.0
https://onlinestore.anton.lk/products/accessories/accessories-terminal-ridge,Terminal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",970.0,95691,,NOS,970.0
https://onlinestore.anton.lk/products/accessories/accessories-terminal-ridge,Terminal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",970.0,95692,,NOS,970.0
https://onlinestore.anton.lk/products/accessories/accessories-terminal-ridge,Terminal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",970.0,95693,,NOS,970.0
https://onlinestore.anton.lk/products/accessories/accessories-diagonal-ridge,Diagonal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",4620.0,95290,,NOS,4620.0
https://onlinestore.anton.lk/products/accessories/accessories-diagonal-ridge,Diagonal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",4620.0,95674,,NOS,4620.0
https://onlinestore.anton.lk/products/accessories/accessories-diagonal-ridge,Diagonal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",4620.0,95675,,NOS,4620.0
https://onlinestore.anton.lk/products/accessories/accessories-diagonal-ridge,Diagonal Ridge,"Discover a comprehensive range of Accessories at Anton, designed to complement and enhance the performance of Armor Roofing. These meticulously crafted accessories are tailored to meet the specific needs of roofing installations, ensuring a seamless and durable roofing system. From ridge units to screws, our Armor Roofing Accessories are engineered with precision and durability in mind. These components are essential for a watertight and secure roofing structure, providing the finishing touches that contribute to the overall resilience of your roof. Available in four colors that perfectly match our roofing sheets, these Accessories not only contribute to the overall resilience of your roof but also enhance its aesthetic appeal. Choose Anton for a complete and reliable suite of Accessories that complement Armor Roofing, providing the finishing touches that elevate the performance and longevity of your roofing system.",4620.0,95676,,NOS,4620.0
https://onlinestore.anton.lk/products/cpvc-fittings/cpvc-fittings-tee,CPVC Fittings Tee,"Anton's CPVC Fittings, part of the Thermo Alpha CPVC Pipes & Fittings series, offer secure connections for hot and cold water applications. Crafted with precision using high-quality CPVC materials, these fittings ensure durability and resistance to temperature variations. With an operational life exceeding 50 years, they enable the reliable transport of hot and cold water, maintaining efficiency at temperatures up to 93°C. Anton’s CPVC Fittings not only ensure the integrity of your piping system but also offer convenience with all accessories readily available. Ensure the integrity of your piping system with Anton's CPVC Fittings. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",141.0,11736,"1/2""",NOS,141.0
https://onlinestore.anton.lk/products/cpvc-fittings/cpvc-fittings-tee,CPVC Fittings Tee,"Anton's CPVC Fittings, part of the Thermo Alpha CPVC Pipes & Fittings series, offer secure connections for hot and cold water applications. Crafted with precision using high-quality CPVC materials, these fittings ensure durability and resistance to temperature variations. With an operational life exceeding 50 years, they enable the reliable transport of hot and cold water, maintaining efficiency at temperatures up to 93°C. Anton’s CPVC Fittings not only ensure the integrity of your piping system but also offer convenience with all accessories readily available. Ensure the integrity of your piping system with Anton's CPVC Fittings. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",141.0,11744,"1""",NOS,331.0
https://onlinestore.anton.lk/products/cpvc-fittings/cpvc-fittings-tee,CPVC Fittings Tee,"Anton's CPVC Fittings, part of the Thermo Alpha CPVC Pipes & Fittings series, offer secure connections for hot and cold water applications. Crafted with precision using high-quality CPVC materials, these fittings ensure durability and resistance to temperature variations. With an operational life exceeding 50 years, they enable the reliable transport of hot and cold water, maintaining efficiency at temperatures up to 93°C. Anton’s CPVC Fittings not only ensure the integrity of your piping system but also offer convenience with all accessories readily available. Ensure the integrity of your piping system with Anton's CPVC Fittings. Anton is your go-to source for accessories that elevate the performance and lifespan of your home or space, providing peace of mind and lasting satisfaction. Anton is dedicated to providing top-notch quality across all our ranges. Elevate your projects with the assurance of durability – shop Anton now!",141.0,75757,"3/4""",NOS,272.0
